,brewery_type,city,country,id,latitude,longitude,name,phone,postal_code,state,street,tag_list,updated_at,website_url
18,micro,Bigfork,United States,4125,,,Flathead Lake Brewing Co - Production Only,4068370085,59911-8484,Montana,,[],2018-08-11T21:38:11.544Z,http://www.flatheadlakebrewing.com
21,micro,Billings,United States,4091,45.78022172594,-108.507602476104,Angry Hank's Microbrewery,4062523370,59101-2140,Montana,20 N 30th St,[],2018-08-24T00:46:56.319Z,
22,brewpub,Belgrade,United States,4094,45.7751537,-111.1770268,Bar 3 BBQ and Brewing,4063889182,59714-3909,Montana,100 S Broadway,[],2018-08-24T00:46:57.704Z,http://www.bar3bbq.com
23,micro,Missoula,United States,4095,46.8725952,-114.0202088,Bayern Brewing Inc.,4067211482,59801-1409,Montana,1507 Montana St,[],2018-08-24T00:46:58.124Z,http://www.bayernbrewery.com
24,micro,Dillon,United States,4097,45.215753506488,-112.639687521806,Beaverhead Brewing Co,4069880011,59725-2438,Montana,218 S Montana St,[],2018-08-24T00:46:58.999Z,http://www.beaverheadbeer.com
25,micro,Big Sky,United States,4098,45.259632,-111.3037009,Beehive Basin Brewery,4069957444,59716,Montana,245 Town Center Ave,[],2018-08-24T00:46:59.450Z,http://www.beehivebasinbrewery.com
26,micro,Hamilton,United States,4101,46.2473377752819,-114.155194559549,Bitter Root Brewing Co,4063637468,59840-2541,Montana,101 Marcus St,[],2018-08-24T00:47:00.864Z,http://www.bitterrootbrewing.com
27,micro,Black Eagle,United States,4102,47.528243,-111.279526,Black Eagle Brewery,4068681866,59414-1070,Montana,1600 25th Ave NE,[],2018-08-24T00:47:01.325Z,http://www.pitstopblackeagle.com
28,micro,Helena,United States,4103,46.5862933,-112.0417121,Blackfoot River Brewing Co,4064493005,59601-6271,Montana,66 S Park Ave,[],2018-08-24T00:47:01.834Z,http://www.blackfootriverbrewing.com
29,micro,Stevensville,United States,4104,46.5115497142857,-114.092930285714,Blacksmith Brewing Co,4067770680,59870-2109,Montana,114 Main St,[],2018-08-24T00:47:02.289Z,http://www.blacksmithbrewing.com
30,brewpub,Whitefish,United States,4106,48.4214453,-114.3406189,Bonsai Brewing Project,4067301717,59937-2127,Montana,549 Wisconsin Ave,[],2018-08-24T00:47:02.724Z,http://bonsaibrew.com
31,micro,Bozeman,United States,4107,45.6845234,-111.0238884,Bozeman Brewing Co,4065859142,59715-3006,Montana,504 N Broadway Ave,[],2018-08-24T00:47:03.182Z,http://www.bozemanbrewing.com
32,brewpub,Bozeman,United States,4110,45.6627215,-111.0526959,Bridger Brewing Company,4065872124,59715-5466,Montana,1609 S 11th Ave,[],2018-08-24T00:47:03.647Z,http://www.bridgerbrewing.com
33,micro,Glasgow,United States,4112,48.1938471991415,-106.633546376276,Busted Knuckle Brewery,4062282277,59230-2308,Montana,303 1st Ave S,[],2018-08-24T00:47:04.130Z,
34,micro,Butte,United States,4113,46.0124680410196,-112.525919731978,Butte Brewing Co,4062993953,59701-1928,Montana,465 E Galena St,[],2018-08-24T00:47:04.566Z,http://www.buttebrewing.com
35,micro,Billings,United States,4115,45.7443650206617,-108.591675204462,Canyon Creek Brewing,4066562528,59102-7336,Montana,3060 Gabel Rd,[],2018-08-24T00:47:05.421Z,http://www.canyoncreekbrewing.com
36,micro,Billings,United States,4116,45.7829133357354,-108.501653826985,Carters Brewing,4068617712,59101-2313,Montana,2526 Montana Ave,[],2018-08-24T00:47:05.853Z,http://www.cartersbrewing.com
37,micro,Glendive,United States,4119,47.11209,-104.70579,Cross Country Brewing,4063772739,59330-2719,Montana,320 E Allard St,[],2018-08-24T00:47:06.706Z,
38,micro,Missoula,United States,4122,46.8782576,-114.0044493,Draught Works Brewing,4062412423,59802-2625,Montana,915 Toole Ave,[],2018-08-24T00:47:08.050Z,http://www.draughtworksbrewery.com
39,micro,Deer Lodge,United States,4123,46.1280590464857,-112.953554730671,Elk Ridge Brewing Company,4068464650,59722-1057,Montana,320 Main St,[],2018-08-24T00:47:08.515Z,http://www.elkridgebrewingcompany.com
40,micro,Harlowton,United States,4126,46.4351371751918,-109.83186554326,Gally's Brewing Co,4066325838,59036,Montana,30 Central Ave S,[],2018-08-24T00:47:09.408Z,http://www.gallysbrewing.com
41,micro,Polson,United States,4129,47.6862114,-114.16277352,Glacier Brewing Co,4068832595,59860-3219,Montana,6 10th Ave E,[],2018-08-24T00:47:09.881Z,http://www.glacierbrewing.com
42,micro,Missoula,United States,4130,46.8397919183673,-114.033997040816,Great Burn Brewing,4063171557,59801-8802,Montana,2230 McDonald Ave,[],2018-08-24T00:47:10.842Z,http://www.greatburnbrewing.com
43,micro,Whitefish,United States,4131,48.4123443,-114.3370175,Great Northern Brewing Co,4068631000,59937-2547,Montana,2 Central Ave,[],2018-08-24T00:47:11.275Z,http://www.greatnorthernbrewing.com
44,brewpub,Eureka,United States,4132,,,H.A. Brewing Co,4068893950,59917-9609,Montana,2525 Grave Creek Rd,[],2018-08-11T21:38:11.846Z,http://www.habrewing.com
45,micro,Kalispell,United States,4139,,,Kalispell Brewing Co,4067562739,59901-4849,Montana,412 Main St,[],2018-08-11T21:38:12.105Z,http://www.kalispellbrewing.com
46,micro,Livingston,United States,4140,,,Katabatic Brewing Co,4063332855,59047-2626,Montana,117 W Park St,[],2018-08-11T21:38:12.150Z,http://www.katabaticbrewing.com
47,regional,Bonner,United States,4141,,,Kettle House Brewing Co.,4067281660,59823-8504,Montana,605 Coldsmoke Ave,[],2018-08-11T21:38:12.197Z,http://www.kettlehouse.com
48,micro,Bonner,United States,4142,,,Kettlehouse Brewing Co - Bonner Brewery,4067281660,59823-8504,Montana,605 Coldsmoke Ave,[],2018-08-11T21:38:12.231Z,
49,micro,Helena,United States,4144,,,Lewis & Clark Brewing Co,4064425960,59601-2970,Montana,1517 Dodge Ave,[],2018-08-11T21:38:12.324Z,http://www.lewisandclarkbrewing.com
51,micro,Lolo,United States,4146,,,Lolo Peak Brewing Company,4064936231,59847-9375,Montana,6201 Brewery Way,[],2018-08-11T21:38:12.430Z,http://www.lolopeakbrewery.com
52,brewpub,Billings,United States,4154,,,Montana Brewing Co,4062529200,59101-2043,Montana,113 N Broadway,[],2018-08-11T21:38:12.775Z,http://www.montanabrewingcompany.com
53,contract,Livingston,United States,4155,,,Montucky Cold Snacks,4068718886,59047-3010,Montana,123 W Lewis St,[],2018-08-11T21:38:12.805Z,http://www.montuckycoldsnacks.com
54,micro,Livingston,United States,4158,,,"Neptunes Brewery, LLC",4062227837,59047-2819,Montana,119 N L St,[],2018-08-11T21:38:12.962Z,http://www.neptunesbrewery.com
57,micro,Helena,United States,4169,,,Snow Hop Brewery,4064225026,59602,Montana,685 Barney St Ste A,[],2018-08-11T21:38:13.550Z,
58,micro,Helena,United States,4172,,,Ten Mile Creek Brewery,4065021382,59601-4122,Montana,48 N Last Chance Gulch,[],2018-08-11T21:38:13.726Z,http://www.tenmilecreekbrewing.com
59,micro,Bozeman,United States,4173,,,The Bunkhouse Brewery,4065772074,59715-5417,Montana,1216 W Lincoln St Ste A,[],2018-08-11T21:38:13.768Z,http://www.bunkhousebrewery.com
61,micro,Laurel,United States,4134,45.6710214990329,-108.764098952111,High Plains Brewing,4066334594,59044-3124,Montana,611 E Main St,[],2018-08-24T00:47:12.798Z,
62,brewpub,Hamilton,United States,4135,46.2516766,-114.156081666667,Higherground Brewing Co,4063755204,59840-2130,Montana,518 N 1st St,[],2018-08-24T00:47:13.294Z,http://www.highergroundbrewing.com
63,brewpub,Great Falls,United States,4137,47.5077802895334,-111.302394703835,Jeremiah Johnson Brewing Company,4067273947,59404-4103,Montana,215 3rd St NW,[],2018-08-24T00:47:14.387Z,http://www.jeremiahjohnsonbrewing.com
64,micro,Bozeman,United States,4138,45.696333352463,-111.031558026981,Julius Lehrkind Brewing,4065510199,59715-2426,Montana,1717 N Rouse Ave,[],2018-08-24T00:47:14.851Z,http://www.juliusbrewing.com
65,micro,Missoula,United States,4143,46.8655748,-113.9987621,Kettlehouse Brewing Co - Southside,4067281660,59801-2704,Montana,602 Myrtle St,[],2018-08-24T00:47:17.074Z,http://www.kettlehouse.com
66,brewpub,Big Sky,United States,4147,45.2671806,-111.291285374965,Lone Peak Brewery,4069953939,59716,Montana,48 Market Pl,[],2018-08-24T00:47:18.364Z,http://www.lonepeakbrewery.com
67,brewpub,Great Falls,United States,4151,47.5051830677645,-111.300448841961,Mighty Mo Brew Co,4069520342,59401-3116,Montana,412 Central Ave,[],2018-08-24T00:47:20.127Z,http://www.mightymobrewing.com
68,brewpub,Missoula,United States,4152,46.9045483527514,-114.043307798163,Missoula Brewing Company,4065498193,59808-1584,Montana,200 International Dr,[],2018-08-24T00:47:20.595Z,http://www.highlanderbeer.com
69,micro,Wolf Point,United States,4153,48.0901300353139,-105.642174830493,Missouri Breaks Brewing,4066531467,59201-0654,Montana,326 Main St,[],2018-08-24T00:47:21.027Z,http://www.missouribreaksbrewing.com
70,brewpub,Bozeman,United States,4156,45.6841878888889,-111.025560977778,Mountains Walking,4062193480,59718,Montana,422 N Plum Ave,[],2018-08-24T00:47:21.915Z,http://www.mountainswalking.com
71,micro,Butte,United States,4157,46.01201,-112.535291,Muddy Creek Brewery,4062993645,59701-1704,Montana,2 E Galena St,[],2018-08-24T00:47:22.371Z,http://muddycreekbrewery.com
72,micro,Havre,United States,4160,48.5536751239243,-109.680359338382,Old Station Brewing Co,4062650980,59501-3502,Montana,140 1st St,[],2018-08-24T00:47:23.325Z,
73,micro,Bozeman,United States,4161,45.70878295,-111.07251894026,Outlaw Brewing Co,4063889182,59718-7168,Montana,2876 N 27th Ave,[],2018-08-24T00:47:23.773Z,http://www.outlaw-brewing.com
74,micro,Philipsburg,United States,4163,46.3299328,-113.2871976,Philipsburg Brewing Co,4068592739,59858,Montana,106 Brewery Road,[],2018-08-24T00:47:24.199Z,
75,micro,Butte,United States,4164,46.0133546634842,-112.539000932836,Quarry Brewing,4067230245,59701-9224,Montana,124 W Broadway St,[],2018-08-24T00:47:24.696Z,http://www.wedigbeer.com
76,micro,Sheridan,United States,4166,48.7736375285348,-104.559298042118,Ruby Valley Brew,4068425977,59749-7742,Montana,111 S Main St,[],2018-08-24T00:47:25.606Z,http://www.rubyvalleybrew.com
77,micro,Anaconda,United States,4168,46.130107,-112.95216,Smelter City Brewing,4065630344,59711-2289,Montana,101 E Commercial Ave,[],2018-08-24T00:47:26.044Z,http://www.smeltercitybrewing.com
78,micro,Kalispell,United States,4170,48.2059559,-114.3181197,SunRift Beer Company,4068712567,59901,Montana,55 1st Ave WN,[],2018-08-24T00:47:26.942Z,http://www.sunriftbeer.com
79,micro,Lakeside,United States,4171,48.0161369,-114.2253672,Tamarack Brewing Co,4068440244,59922-9628,Montana,105 Blacktail Rd # 2,[],2018-08-24T00:47:27.380Z,http://www.tamarackbrewing.com
80,brewpub,Billings,United States,4174,45.7807684579042,-108.508367554058,Thirsty Street Brewing,4069693200,59101-2134,Montana,3008 1st Ave N,[],2018-08-24T00:47:28.746Z,http://www.thirstystreet.com
81,micro,Miles City,United States,4175,46.4020664093132,-105.850804936162,Tilt Wurks Brewhouse & Casino,4068748458,59301-4000,Montana,420 Pacific Ave,[],2018-08-24T00:47:29.178Z,http://www.tiltwurks.com
82,micro,Havre,United States,4176,48.5550030273973,-109.694577034247,Triple Dog Brewing Company,4068798103,59501-3415,Montana,675 1st St W,[],2018-08-24T00:47:29.601Z,
83,brewpub,Billings,United States,4177,45.7841710578742,-108.499045606394,Uberbrew,4065346960,59101-2421,Montana,2305 Montana Ave,[],2018-08-24T00:47:30.017Z,http://uberbrewmt.com
84,micro,Stevensville,United States,4180,,,Wildwood Brewing Co,4065296919,59870-6443,Montana,4018 US Highway 93 N,[],2018-08-11T21:38:14.141Z,http://www.wildwoodbrewing.com
85,micro,Billings,United States,4181,,,Yellowstone Valley Brewing Co.,4062450918,59101-2404,Montana,2123B 1st Ave N,[],2018-08-11T21:38:14.215Z,http://www.yellowstonevalleybrew.com
86,micro,Wibaux,United States,4096,,,Beaver Creek Brewery,4067952337,59353-8001,Montana,104 W Oregon Ave,[],2018-08-11T21:38:10.406Z,http://www.beavercreekbrewery.com
87,micro,Belgrade,United States,4148,,,Madison River Brewing Co,4063880322,59714-8558,Montana,20900 Frontage Rd Ste B,[],2018-08-11T21:38:12.556Z,http://www.madisonriverbrewing.com
88,micro,Philipsburg,United States,4162,,,Philipsburg Brewing Co,4068592739,59858,Montana,101 W Broadway,[],2018-08-11T21:38:13.170Z,http://www.philipsburgbrewingcompany.com
89,regional,Missoula,United States,4100,46.9224156,-114.0730248,Big Sky Brewing Co,4065492777,59808-8680,Montana,5417 Trumpeter Way,[],2018-08-24T00:47:00.320Z,http://www.bigskybrew.com
90,micro,Cut Bank,United States,4120,48.634430638306,-112.327076506344,Cut Bank Creek Brewery,4062290298,59427-3021,Montana,315 E Railroad St,[],2018-08-24T00:47:07.202Z,http://www.cutbankcreekbrewery.com
91,micro,Missoula,United States,4136,46.8766353,-114.0099097,Imagine Nation Brewing,4069261251,59802-3916,Montana,1151 W Broadway St,[],2018-08-24T00:47:13.910Z,http://www.imaginenationbrewing.com
92,micro,Bozeman,United States,4179,45.67961135,-111.039389424987,White Dog Brewing Company,4065955574,59715-4644,Montana,121 W Main St,[],2018-08-24T00:47:30.486Z,http://www.whitedogbrewing.com
0,brewpub,Omaha,United States,4184,41.2848975555556,-96.0063451111111,Benson Brewery,4029348668,68104-4050,Nebraska,6059 Maple St,[],2018-08-24T00:47:32.331Z,http://www.bensonbrewery.com
1,micro,Omaha,United States,4192,41.2544908163265,-95.930905244898,Brickway Brewery and Distillery,4029332613,68102-2825,Nebraska,1116 Jackson St,[],2018-08-24T00:47:35.050Z,http://www.drinkbrickway.com
2,brewpub,Omaha,United States,4199,41.2578153029739,-95.9658017764832,Farnam House Brewing Company,4024016086,68131-3304,Nebraska,3558 Farnam St,[],2018-08-24T00:47:37.853Z,http://www.farnamhousebrewing.com
3,brewpub,North Platte,United States,4223,41.12294,-100.7916041,Pals Brewing Company,6088079332,69101,Nebraska,4520 South Buffalo Bill Avenue,[],2018-08-24T00:47:47.154Z,http://www.palsbrewingcompany.com
4,brewpub,Kearney,United States,4232,40.6966518333333,-99.080732,Thunderhead Brewing Co,3082371558,68847-5402,Nebraska,18 E 21st St,[],2018-08-24T00:47:50.761Z,http://www.thunderheadbrewing.com
5,micro,Lincoln,United States,4235,40.7856925,-96.7167126,White Elm Brewing Co,4022616078,68502-3353,Nebraska,720 Van Dorn St,[],2018-08-24T00:47:52.147Z,http://www.whiteelmbrewing.com
6,micro,Hastings,United States,4200,40.5844988979592,-98.3877197959184,First Street Brewing,4028342400,68901-7553,Nebraska,119 N St Joseph Ave,[],2018-08-24T00:47:38.449Z,http://www.firststreetbrewing.com
7,brewpub,Columbus,United States,4202,41.4294006122449,-97.3621271020408,Gottberg Brew Pub,4025626488,68601-4919,Nebraska,2804 13th St,[],2018-08-24T00:47:38.942Z,http://www.dustersrestaurant.com
8,brewpub,Omaha,United States,4203,41.268008,-96.071539,Granite City Food & Brewery (#16),4023935000,68114-2155,Nebraska,1001 N 102nd St,[],2018-08-24T00:47:39.392Z,http://www.gcfb.net
10,micro,Lincoln,United States,4182,,,Backswing Brewing Co.,4025154263,68522-1744,Nebraska,500 W South St Ste 8,[],2018-08-11T21:38:14.258Z,http://www.backswingbrewing.com
12,micro,Lincoln,United States,4186,,,Boiler Brewing Company,4022618775,68508-3633,Nebraska,129 N 10th St Ste 8,[],2018-08-11T21:38:14.448Z,http://www.boilerbrewingcompany.com
13,brewpub,Taylor,United States,4188,,,Bootleg Brewers - Sandhills Brewing Company,3089423440,68879-8120,Nebraska,45145 829th Rd,[],2018-08-11T21:38:14.542Z,http://www.bootlegbrewers.com
17,micro,Imperial,United States,4206,,,Hanging Horseshoe Brewing Company,3088827772,69033-,Nebraska,73892 332 Ave,[],2018-08-11T21:38:15.335Z,
20,micro,Broken Bow,United States,4213,,,Kinkaider Brewing Co,3088728348,68822-7120,Nebraska,43860 Paulsen Rd,[],2018-08-11T21:38:15.630Z,http://www.kinkaiderbrewing.com
21,micro,LaVista,United States,4214,,,Kros Strain Brewing Company,4027797990,68128-5527,Nebraska,"10411 Portal Rd, Ste 102",[],2018-08-11T21:38:15.682Z,http://www.krosstrainbrewing.com
22,brewpub,Ohiowa,United States,4216,,,Lazy Horse Brewing,4023145266,68416-3005,Nebraska,211 Road 20,[],2018-08-11T21:38:15.785Z,http://lazyhorsebrewing.com
23,brewpub,Mc Cook,United States,4217,,,Loop Brewing Co,3083455198,69001-3516,Nebraska,404 W A St,[],2018-08-11T21:38:15.816Z,http://www.loopbrewingcompany.com
24,micro,La Vista,United States,4219,,,Lucky Bucket Brewing Co,4027638868,68128-5623,Nebraska,11941 Centennial Rd Ste 1,[],2018-08-11T21:38:15.881Z,http://www.luckybucketbrewing.com
27,brewpub,Pawnee City,United States,4227,,,SchillingBridge Winery & Microbrewery,4028522400,68420-3584,Nebraska,62193 710th Rd,[],2018-08-11T21:38:16.130Z,http://www.schillingbridgewinery.com
28,micro,Omaha,United States,4229,,,Scriptown Brewing Company,4029910506,68131-3014,Nebraska,3922 Farnam St Blackstone District,[],2018-08-11T21:38:16.198Z,http://www.scriptownbrewing.com
29,micro,Springfield,United States,4230,,,Soaring Wings Brewing,4022532479,68059-4810,Nebraska,17111 S 138th St,[],2018-08-11T21:38:16.224Z,http://www.soaringwingswine.com
30,brewpub,Lincoln,United States,4185,40.7799960204082,-96.707013755102,Blue Blood Brewing Company,4024772337,68502,Nebraska,925 Robbers Cave Rd,[],2018-08-24T00:47:32.761Z,http://www.bluebloodbrewing.com
31,micro,Valentine,United States,4187,42.8720473333333,-100.545727666667,Bolo Beer Co,,69201-1904,Nebraska,420 E 1st St,[],2018-08-24T00:47:33.704Z,http://www.bolobeer.com
32,micro,Seward,United States,4189,40.9062956397693,-97.0977755131352,Bottle Rocket Brewing Co,4023045673,68434-2520,Nebraska,230 S 5th St,[],2018-08-24T00:47:34.591Z,http://www.bottlerocketbrewing.com
33,brewpub,Atkinson,United States,4193,42.5314150204082,-98.9783672653061,Brush Creek Brewing Company,4029252629,68713-4946,Nebraska,102 N Main St,[],2018-08-24T00:47:35.515Z,
34,micro,Lincoln,United States,4194,40.8123075,-96.6934442234685,Code Beer Co.,4023185888,68510-1016,Nebraska,200 S Antelope Valley Pkwy,[],2018-08-24T00:47:35.964Z,http://www.codebeer.co
35,brewpub,Norfolk,United States,4196,42.032539,-97.466386,Divots Brewery,4028442985,68701-9202,Nebraska,4200 W Norfolk Ave,[],2018-08-24T00:47:36.484Z,http://www.divotsbrewery.com
36,micro,Lincoln,United States,4197,40.8155873,-96.7105429,Empyrean Brewing Co,4024345970,68508-1536,Nebraska,729 Q St,[],2018-08-24T00:47:36.916Z,http://www.empyreanbrewingco.com
37,brewpub,Lincoln,United States,4204,40.8135885,-96.6872327,Granite City Food & Brewery (#7),4024661900,68510-2240,Nebraska,6200 O St,[],2018-08-24T00:47:39.951Z,http://www.gcfb.net
38,brewpub,Lincoln,United States,4205,40.8148111632653,-96.6976802244898,Green Flash Brewing Co,,68508-1644,Nebraska,1630 P St,[],2018-08-24T00:47:40.436Z,
39,micro,Omaha,United States,4207,41.284907,-96.007724,Infusion Brewing Company,4029342064,68104-4043,Nebraska,6115 Maple St,[],2018-08-24T00:47:41.327Z,http://www.infusionbrewing.com
40,brewpub,Omaha,United States,4209,41.2328376834949,-96.0823939681767,Jaipur Restaurant and Brewpub,4023927331,68144-4822,Nebraska,10922 Elm St,[],2018-08-24T00:47:42.192Z,http://www.jaipurbrewhouse.com
41,micro,Wayne,United States,4211,42.2294276,-97.0191502,Johnnie Byrd Brewing Company,4028331522,68787,Nebraska,121 N Pearl St,[],2018-08-24T00:47:42.690Z,http://www.johnniebyrd.beer
42,brewpub,Lincoln,United States,4215,40.8149737346939,-96.7108844897959,Lazlo's Brewery & Grill - Haymarket,4024345636,68508-1301,Nebraska,210 N 7th St,[],2018-08-24T00:47:44.132Z,
