description,names,links
Very strong sour cherry flavor that’s sweet with no bitterness and a bit of lemon acidic tartness. Some nice spice character— a touch of cinnamon or some pumpkin spices. The sweetness then fades to a cranberry-like tartness. Has a crisp carbonic bite that pairs well with the slight alcohol warming toward the end of the sip. The sweetness lingers in the finish.,New Glarus Brewing Company Wisconsin Belgian Red,/review/wisconsin-belgian-red
Bright orange and tangerine notes pop on the tongue and quickly give way to rich tropical notes of pineapple. Malt sweetness balances the bitterness that is in line with the body.,Firestone Walker Brewing Company Leo v. Ursus Fortem,/review/leo-v-ursus-fortem
Well-balanced fruit and sourness without being overwhelming. The blackberries are super juicy and ripe. Lots of the berry-skin flavor and feel. A touch of acetic in the finish. Make my teeth squeaky. Very wine-like—dry and tannic.,Side Project Brewing Jammy,/review/jammy
"Assertive banana and spice, blended with smoke and clove—more so in the flavor than on the nose. Some honey and wheat that’s lightly tart and cracker-like. Citrus and orange notes, as well as grassy and herbal hops, and low-to-moderate bitterness and acidity. The body is medium, and the finish is bitter and dry.",Odyssey Beerwerks Heliocentric Hefeweizen,/review/heliocentric-hefeweizen
"The lemon lactic tartness of the Berliner hits with notes of mango and a little pineapple. The tea character provides some earthiness and complexity throughout the taste with big fruitiness of pomegranate, blood orange, lemon, and lime. Nice carbonation. Refreshing through the finish.” ",Perennial Artisan Ales Hopfentea,/review/hopfentea
"Like the most complex, flavorful chocolate truffle you have ever tasted...milk chocolate, cinnamon, peppers, coffee, vanilla, all supported by a complex yet balanced barrel character. It brings it all together with oak and mild tannins. Just enough sweetness and alcohol lingering on the finish.” ",Westbrook Brewing Co. Barrel-Aged Mexican Cake (Willet),/review/barrel-aged-mexican-cake-willet
"Medium sourness with big lemon flavors similar to lemonade without the sweetness. Pineapple, lemon, and white grape and a slight pepper phenolic add complexity. An earthy funk adds interest to an otherwise light beer. You can tell it’s brewed with some sort of kettle souring process, from the mild phenolic component.” ",Odell Brewing Co. Green Coyote,/review/green-coyote
"This is a chocolate-covered cherry with all the tannic goodness of a nice bourbon or whiskey. Moderate roast and smoke up front play nicely with light chocolate sweetness. Mild alcohol warming and light fruitiness, which includes cherry and raisins, and some nice vanilla and almond notes. As it warms, the light oak flavor emerges, adding a level of complexity. The mouthfeel is medium-thick, with a slight heat on the finish that’s just slightly roasty and rough.",Grimm Brothers Brewhouse The Count (Batch 2),/review/the-count-batch-2
"Notes of strawberry provide some fruitiness and sweetness. Nicely balanced acidity. Plenty of fruity esters: berry, strawberry jam, light acidity, a touch of lemon, with light honey notes. The hibiscus and rose give a light floral flavor with a mild tartness in the finish.” ",Upland Brewing Co.  Petal to the Kettle,/review/petal-to-the-kettle
"Definitely rocks the gose thing. Lemon tartness is mild but pleasant. Huge coriander here, but doesn’t get all woody, sharp, or astringent the way that overdone coriander can be. Tart finish offers the strongest bit of briny salt. Salt lingers from there, like a spicy margarita.” ",The Rare Barrel Across the Sea (2017),/review/across-the-sea-2017
"The malt character is light, but delivers the hops well. Notes of pine, herbal, lemon, pineapple, and grapefruit pithiness give way to some stronger, dank earthy flavors. It’s a bit dry with some warmth. The herbal tea flavor and malt sweetness up front transition to a bitter finish with medium spiciness throughout the sip.",The Veil Brewing Co. Master Shredder,/review/master-shredder
"The orange is present but not overly sweet, with hints of raspberry, pear, pineapple, and apple notes that are supported by a tartness that helps to enhance the other flavors. The salty character is nice, the tartness is light, and the carbonation is good with a refreshing finish. Good complexity of complementary flavors.",Wiley Roots Brewing Company Blood Orange Gose,/review/blood-orange-gose
"The bready, biscuit maltiness up front is more prominent than in some Pilsners and combines well with the lemony hops bitterness. Fruity, floral, earthy notes, and a moderate alcohol warmth to add a slightly spicy taste. Well-balanced and inviting.",Genesee Brewing Company Pilsner,/review/pilsner-genesee
"Rich cinnamon and dark and bittersweet chocolate open up to bourbon, vanilla, and just a hint of coffee and smoke. Barrel character is present throughout, but not overwhelming. Malt is supportive, but mostly there as a canvas for the adjuncts and barrel. Finishes warm with just a hint of sweetness, balanced by the spice.” ",Cycle Brewing Co. Monday (2016),/review/monday-2016
"The honey flavors are a bit more restrained than the aroma, with the peppery phenol character dominant. Considerable herbal and floral character. The honey notes are present but not overpowering; they add some nice sweetness. Clean and refreshing in the finish. Speaermint carries all the way through, and the spiciness can be felt retronasal and also very floral.",Brasserie Dupont Biere de Miel,/review/biere-de-miel-dupont
"Minty as all get out. It adds a refreshing character to the rich chocolate and malt, making it like dark chocolate Peppermint Patties, without the peppermint burn. Sweet spirits, almost like sugar rum in the finish.” ",Perennial Artisan Ales Barrel-Aged 17,/review/barrel-aged-17
"Coffee with lots of chocolate, like a milk-chocolate bar.  Cinnamon and chile pepper behind that. Moderately high sweetness with moderate bitterness. Milky, lactose consistency makes the chocolate sweeter and keeps the heat down. A bit boozy. The malt brings a nice richness, and the coffee dries things out.” ",Prairie Artisan Ales Bomb!,/review/bomb
Rich complex roasty character —chocolate and coffee up front—with a huge tobacco kick. The vanilla from the barrel adds richness and rounds things out. The coffee is earthy and adds a rich blackberry-like ester. Heavy body with mild carbonation. It finishes semidry with a light bitterness.”  ,Bent Paddle Brewing Co. Double Shot Double Black,/review/double-shot-double-black
"Sweet, rich chocolate with hints of marshmallow and toast. Soy sauce, peanuts, roast, and dark chocolate. Strong and sweet with an underlying umami aspect. Big and assertive alcohol presence.” ",Avery Brewing Co. Nuttiest Professor,/review/nuttiest-professor
"Some dark toasty and slightly roasted malt with maybe a touch of caramel. Moderate sweetness, dark fruitiness of plum and raisins, spiciness with cinnamon. Medium sherry, oxidized flavors. Medium alcohol warming.” ",Shmaltz Brewing Co. Reunion Ale '16,/review/reunion-ale-16
"Nice roast notes, dark toasted bread, caramel, and huge cinnamon character, almost overpowering on the retronasal. Nice roundness adds some richness. The raisins add a complexity. Moderate chocolate. Creamy consistency with moderate carbonation. Finishes with a long cinnamon flavor and spiciness that lingers.” ",Ballast Point Brewing Co. Cinnamon Raisin Commodore ,/review/cinnamon-raisin-commodore
"Vanilla and loooots of dark chocolate bring a richness to the flavor and round things out. Lots of roast and toast. Moderately sweet with moderately intense bitterness. Boozy. Light tart fruitiness, perhaps cherry? Sweet chocolate-mocha drink!” ",Mother's Brewing Co. Rated R,/review/rated-r
"Fruity with overripe pear and peach. Spicy and slightly smoky phenols. If there’s tea, they added plenty of milk. This is sort of a chai beer with an overripe banana sweetness along with funky earthy notes. Nothing sticks out or is overwhelming, and overall the beer is nicely balance.” ",Samuel Adams Boston Tea Party Saison,/review/boston-tea-party-saison
"The base beer brings some light malt body to play off of the esters from the hibiscus. Great fruity tartness up front, but some mild oxidation, and a slight smoky phenol.”  ",Novel Brewing Co. Hibiscus Saison,/review/novel-hibiscus-saison
